,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
482160,Theft from Vehicle,2018,11,24,11,39,8XX E 51ST AVE,Sunset,493604.60179600003,5452304.07446
482195,Theft from Vehicle,2018,10,10,0,0,8XX E 54TH AVE,Sunset,493645.970736,5451986.62148
482238,Theft from Vehicle,2018,9,29,1,0,8XX E 59TH AVE,Sunset,493605.83755200007,5451522.624530001
482265,Theft from Vehicle,2018,9,30,0,0,8XX E 64TH AVE,Sunset,493582.60004399996,5451021.45955
482266,Theft from Vehicle,2018,11,19,16,0,8XX E 64TH AVE,Sunset,493582.60004399996,5451021.45955
482284,Theft from Vehicle,2018,11,19,22,0,8XX E 6TH AVE,Mount Pleasant,493665.096268,5456946.14901
482321,Theft from Vehicle,2018,1,10,19,0,8XX E 6TH AVE,Mount Pleasant,493673.257565,5456946.11412
482356,Theft from Vehicle,2018,2,21,19,0,8XX E 7TH AVE,Mount Pleasant,493696.61666099995,5456846.94663
482395,Theft from Vehicle,2018,12,23,6,0,8XX E 7TH AVE,Mount Pleasant,493734.499775,5456846.416669999
482400,Theft from Vehicle,2018,4,24,19,0,8XX E 8TH AVE,Mount Pleasant,493662.93682600005,5456737.26143
482407,Theft from Vehicle,2018,11,30,2,0,8XX E 8TH AVE,Mount Pleasant,493673.730107,5456737.111769999
482412,Theft from Vehicle,2018,10,2,9,0,8XX E 8TH AVE,Mount Pleasant,493695.443451,5456745.955580001
482413,Theft from Vehicle,2018,12,8,22,0,8XX E 8TH AVE,Mount Pleasant,493695.443451,5456745.955580001
482420,Theft from Vehicle,2018,9,24,22,0,8XX E 8TH AVE,Mount Pleasant,493719.601553,5456736.4757
482423,Theft from Vehicle,2018,5,8,14,0,8XX E 8TH AVE,Mount Pleasant,493733.219932,5456745.43176
482454,Theft from Vehicle,2018,1,31,22,15,8XX E BROADWAY AVE,Mount Pleasant,493703.66049399995,5456641.63891
482481,Theft from Vehicle,2018,5,29,12,33,8XX E CORDOVA ST,Strathcona,493750.57598900003,5458820.60083
482484,Theft from Vehicle,2018,3,19,19,0,8XX E CORDOVA ST,Strathcona,493793.70401899994,5458893.02814
482523,Theft from Vehicle,2018,12,15,23,0,8XX E GEORGIA ST,Strathcona,493682.998863,5458406.315330001
482534,Theft from Vehicle,2018,4,23,20,0,8XX E GEORGIA ST,Strathcona,493700.95303599996,5458405.74223
482544,Theft from Vehicle,2018,1,28,9,0,8XX E GEORGIA ST,Strathcona,493727.068188,5458404.90862
482545,Theft from Vehicle,2018,1,31,15,0,8XX E GEORGIA ST,Strathcona,493727.068188,5458404.90862
482550,Theft from Vehicle,2018,3,24,21,0,8XX E HASTINGS ST,Strathcona,493665.68679899996,5458703.14867
482564,Theft from Vehicle,2018,8,11,12,30,8XX E HASTINGS ST,Strathcona,493744.87402399996,5458700.571219999
482578,Theft from Vehicle,2018,7,14,18,0,8XX E KING EDWARD AVE,Kensington-Cedar Cottage,493658.543588,5455101.07857
482587,Theft from Vehicle,2018,7,10,22,0,8XX E PENDER ST,Strathcona,493662.00559799996,5458599.24668
482588,Theft from Vehicle,2018,10,9,19,30,8XX E PENDER ST,Strathcona,493662.00559799996,5458599.24668
482722,Theft from Vehicle,2018,1,30,17,55,8XX GORE AVE,Strathcona,492952.030963,5458321.22226
482778,Theft from Vehicle,2018,9,10,0,33,8XX GREAT NORTHERN WAY,Strathcona,493811.502081,5457026.5273
482812,Theft from Vehicle,2018,2,18,20,52,8XX GRIFFITHS WAY,Central Business District,492026.45006000006,5458303.3812
482813,Theft from Vehicle,2018,3,2,18,15,8XX GRIFFITHS WAY,Central Business District,492026.45006000006,5458303.3812
482814,Theft from Vehicle,2018,4,3,19,0,8XX GRIFFITHS WAY,Central Business District,492026.45006000006,5458303.3812
482815,Theft from Vehicle,2018,4,6,19,0,8XX GRIFFITHS WAY,Central Business District,492026.45006000006,5458303.3812
482816,Theft from Vehicle,2018,7,22,11,0,8XX GRIFFITHS WAY,Central Business District,492026.45006000006,5458303.3812
482817,Theft from Vehicle,2018,8,11,23,24,8XX GRIFFITHS WAY,Central Business District,492026.45006000006,5458303.3812
482818,Theft from Vehicle,2018,9,19,23,30,8XX GRIFFITHS WAY,Central Business District,492026.45006000006,5458303.3812
482819,Theft from Vehicle,2018,11,15,21,49,8XX GRIFFITHS WAY,Central Business District,492026.45006000006,5458303.3812
482820,Theft from Vehicle,2018,12,27,14,0,8XX GRIFFITHS WAY,Central Business District,492026.45006000006,5458303.3812
482987,Theft from Vehicle,2018,5,21,17,30,8XX HAMILTON ST,Central Business District,491470.484558,5458354.67439
482988,Theft from Vehicle,2018,7,19,13,33,8XX HAMILTON ST,Central Business District,491470.484558,5458354.67439
483028,Theft from Vehicle,2018,3,4,7,30,8XX HAMILTON ST,Central Business District,491472.618691,5458370.03235
483029,Theft from Vehicle,2018,6,10,8,15,8XX HAMILTON ST,Central Business District,491472.618691,5458370.03235
483036,Theft from Vehicle,2018,2,25,22,0,8XX HAMILTON ST,Central Business District,491487.854871,5458385.78304
483319,Theft from Vehicle,2018,1,1,16,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483320,Theft from Vehicle,2018,1,1,18,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483321,Theft from Vehicle,2018,1,3,8,30,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483322,Theft from Vehicle,2018,2,4,10,30,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483323,Theft from Vehicle,2018,2,5,12,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483324,Theft from Vehicle,2018,2,7,8,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483325,Theft from Vehicle,2018,3,28,20,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483326,Theft from Vehicle,2018,4,5,9,52,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483327,Theft from Vehicle,2018,4,24,0,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483328,Theft from Vehicle,2018,5,14,18,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483329,Theft from Vehicle,2018,6,2,11,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483330,Theft from Vehicle,2018,9,21,21,30,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483331,Theft from Vehicle,2018,9,29,10,30,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483332,Theft from Vehicle,2018,10,10,7,30,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483333,Theft from Vehicle,2018,10,10,18,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483334,Theft from Vehicle,2018,11,10,8,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483335,Theft from Vehicle,2018,11,10,11,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483336,Theft from Vehicle,2018,12,4,21,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483337,Theft from Vehicle,2018,12,8,20,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483338,Theft from Vehicle,2018,12,22,17,0,8XX HAMILTON ST,Central Business District,491524.899484,5458410.92687
483347,Theft from Vehicle,2018,7,31,6,55,8XX HAMILTON ST,Central Business District,491531.386816,5458430.785019999
483377,Theft from Vehicle,2018,3,26,9,11,8XX HAMILTON ST,Central Business District,491540.09320299997,5458439.78542
483430,Theft from Vehicle,2018,1,12,4,30,8XX HAMILTON ST,Central Business District,491566.25483,5458453.67875
483431,Theft from Vehicle,2018,1,29,22,25,8XX HAMILTON ST,Central Business District,491566.25483,5458453.67875
483432,Theft from Vehicle,2018,3,28,23,0,8XX HAMILTON ST,Central Business District,491566.25483,5458453.67875
483433,Theft from Vehicle,2018,6,2,4,20,8XX HAMILTON ST,Central Business District,491566.25483,5458453.67875
483434,Theft from Vehicle,2018,8,23,5,35,8XX HAMILTON ST,Central Business District,491566.25483,5458453.67875
483435,Theft from Vehicle,2018,10,2,18,45,8XX HAMILTON ST,Central Business District,491566.25483,5458453.67875
483506,Theft from Vehicle,2018,4,1,0,0,8XX HELMCKEN ST,Central Business District,490858.128083,5458473.18453
483507,Theft from Vehicle,2018,9,8,16,0,8XX HELMCKEN ST,Central Business District,490858.128083,5458473.18453
483512,Theft from Vehicle,2018,4,19,0,0,8XX HELMCKEN ST,Central Business District,490858.687133,5458459.89613
483513,Theft from Vehicle,2018,5,6,2,42,8XX HELMCKEN ST,Central Business District,490858.687133,5458459.89613
483514,Theft from Vehicle,2018,6,21,21,0,8XX HELMCKEN ST,Central Business District,490858.687133,5458459.89613
483515,Theft from Vehicle,2018,8,30,21,0,8XX HELMCKEN ST,Central Business District,490858.687133,5458459.89613
483516,Theft from Vehicle,2018,9,16,14,9,8XX HELMCKEN ST,Central Business District,490858.687133,5458459.89613
483563,Theft from Vehicle,2018,1,9,21,30,8XX HOMER ST,Central Business District,491402.38005100004,5458427.1507
483564,Theft from Vehicle,2018,1,10,18,0,8XX HOMER ST,Central Business District,491402.38005100004,5458427.1507
483565,Theft from Vehicle,2018,1,10,23,0,8XX HOMER ST,Central Business District,491402.38005100004,5458427.1507
483566,Theft from Vehicle,2018,10,8,22,0,8XX HOMER ST,Central Business District,491402.38005100004,5458427.1507
483567,Theft from Vehicle,2018,10,27,14,0,8XX HOMER ST,Central Business District,491402.38005100004,5458427.1507
483568,Theft from Vehicle,2018,10,28,17,0,8XX HOMER ST,Central Business District,491402.38005100004,5458427.1507
483583,Theft from Vehicle,2018,3,2,23,0,8XX HOMER ST,Central Business District,491433.104276,5458471.07436
483584,Theft from Vehicle,2018,9,12,13,27,8XX HOMER ST,Central Business District,491433.104276,5458471.07436
483603,Theft from Vehicle,2018,2,2,7,0,8XX HOMER ST,Central Business District,491443.971242,5458469.04134
483641,Theft from Vehicle,2018,1,10,17,0,8XX HOMER ST,Central Business District,491457.183389,5458495.32684
483642,Theft from Vehicle,2018,1,13,20,0,8XX HOMER ST,Central Business District,491457.183389,5458495.32684
483643,Theft from Vehicle,2018,4,17,7,21,8XX HOMER ST,Central Business District,491457.183389,5458495.32684
483644,Theft from Vehicle,2018,6,2,11,25,8XX HOMER ST,Central Business District,491457.183389,5458495.32684
483645,Theft from Vehicle,2018,9,21,9,0,8XX HOMER ST,Central Business District,491457.183389,5458495.32684
483646,Theft from Vehicle,2018,10,26,10,30,8XX HOMER ST,Central Business District,491457.183389,5458495.32684
483647,Theft from Vehicle,2018,10,26,13,30,8XX HOMER ST,Central Business District,491457.183389,5458495.32684
483648,Theft from Vehicle,2018,12,8,22,30,8XX HOMER ST,Central Business District,491457.183389,5458495.32684
483790,Theft from Vehicle,2018,1,17,3,0,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483791,Theft from Vehicle,2018,3,20,21,40,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483792,Theft from Vehicle,2018,3,25,23,30,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483793,Theft from Vehicle,2018,4,1,1,49,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483794,Theft from Vehicle,2018,4,11,16,0,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483795,Theft from Vehicle,2018,6,19,4,59,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483796,Theft from Vehicle,2018,8,28,23,30,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483797,Theft from Vehicle,2018,9,8,23,0,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483798,Theft from Vehicle,2018,9,20,20,0,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483799,Theft from Vehicle,2018,10,23,20,15,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483800,Theft from Vehicle,2018,10,24,20,30,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483801,Theft from Vehicle,2018,10,28,18,0,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483802,Theft from Vehicle,2018,11,10,11,0,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483803,Theft from Vehicle,2018,11,17,19,0,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483804,Theft from Vehicle,2018,12,1,20,58,8XX HOMER ST,Central Business District,491498.69650200004,5458524.1606
483821,Theft from Vehicle,2018,4,16,17,0,8XX HORNBY ST,Central Business District,491065.74877299997,5458810.60177
483863,Theft from Vehicle,2018,10,27,1,15,8XX HORNBY ST,Central Business District,491088.28339399997,5458833.37196
483864,Theft from Vehicle,2018,11,23,20,0,8XX HORNBY ST,Central Business District,491088.28339399997,5458833.37196
483865,Theft from Vehicle,2018,12,7,12,30,8XX HORNBY ST,Central Business District,491088.28339399997,5458833.37196
483927,Theft from Vehicle,2018,7,22,16,0,8XX HORNBY ST,Central Business District,491144.358884,5458877.03429
483928,Theft from Vehicle,2018,7,27,9,0,8XX HORNBY ST,Central Business District,491144.358884,5458877.03429
483929,Theft from Vehicle,2018,8,28,16,30,8XX HORNBY ST,Central Business District,491144.358884,5458877.03429
483930,Theft from Vehicle,2018,9,29,0,0,8XX HORNBY ST,Central Business District,491144.358884,5458877.03429
483931,Theft from Vehicle,2018,10,7,23,0,8XX HORNBY ST,Central Business District,491144.358884,5458877.03429
483932,Theft from Vehicle,2018,12,10,18,30,8XX HORNBY ST,Central Business District,491144.358884,5458877.03429
483971,Theft from Vehicle,2018,10,12,9,34,8XX HOWE ST,Central Business District,491166.148096,5458763.20703
483972,Theft from Vehicle,2018,11,13,7,45,8XX HOWE ST,Central Business District,491166.148096,5458763.20703
483990,Theft from Vehicle,2018,1,27,21,0,8XX HOWE ST,Central Business District,491166.57526199997,5458763.62935
483991,Theft from Vehicle,2018,3,6,21,0,8XX HOWE ST,Central Business District,491166.57526199997,5458763.62935
483992,Theft from Vehicle,2018,6,29,21,49,8XX HOWE ST,Central Business District,491166.57526199997,5458763.62935
483993,Theft from Vehicle,2018,7,6,17,30,8XX HOWE ST,Central Business District,491166.57526199997,5458763.62935
483994,Theft from Vehicle,2018,7,18,20,40,8XX HOWE ST,Central Business District,491166.57526199997,5458763.62935
483995,Theft from Vehicle,2018,12,10,15,15,8XX HOWE ST,Central Business District,491166.57526199997,5458763.62935
484002,Theft from Vehicle,2018,10,29,1,0,8XX HOWE ST,Central Business District,491168.806409,5458765.83243
484085,Theft from Vehicle,2018,3,20,8,28,8XX HOWE ST,Central Business District,491179.96213100007,5458776.84784
484086,Theft from Vehicle,2018,4,20,19,0,8XX HOWE ST,Central Business District,491179.96213100007,5458776.84784
484087,Theft from Vehicle,2018,6,23,12,30,8XX HOWE ST,Central Business District,491179.96213100007,5458776.84784
484088,Theft from Vehicle,2018,7,13,8,50,8XX HOWE ST,Central Business District,491179.96213100007,5458776.84784
484089,Theft from Vehicle,2018,7,26,19,30,8XX HOWE ST,Central Business District,491179.96213100007,5458776.84784
484090,Theft from Vehicle,2018,10,5,20,4,8XX HOWE ST,Central Business District,491179.96213100007,5458776.84784
484091,Theft from Vehicle,2018,11,3,23,0,8XX HOWE ST,Central Business District,491179.96213100007,5458776.84784
484106,Theft from Vehicle,2018,1,19,20,0,8XX HOWE ST,Central Business District,491191.117858,5458787.86325
484192,Theft from Vehicle,2018,1,14,15,30,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484193,Theft from Vehicle,2018,1,19,16,0,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484194,Theft from Vehicle,2018,1,27,22,23,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484195,Theft from Vehicle,2018,1,29,5,40,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484196,Theft from Vehicle,2018,2,14,18,10,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484197,Theft from Vehicle,2018,2,18,20,0,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484198,Theft from Vehicle,2018,2,22,19,26,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484199,Theft from Vehicle,2018,2,25,20,0,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484200,Theft from Vehicle,2018,2,28,1,30,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484201,Theft from Vehicle,2018,4,29,7,10,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484202,Theft from Vehicle,2018,5,11,19,30,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484203,Theft from Vehicle,2018,6,24,20,0,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484204,Theft from Vehicle,2018,8,12,20,20,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484205,Theft from Vehicle,2018,8,19,21,0,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484206,Theft from Vehicle,2018,8,24,7,30,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484207,Theft from Vehicle,2018,9,8,19,45,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484208,Theft from Vehicle,2018,10,7,23,0,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484209,Theft from Vehicle,2018,10,14,8,40,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484210,Theft from Vehicle,2018,10,30,19,0,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484211,Theft from Vehicle,2018,11,3,8,0,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484212,Theft from Vehicle,2018,11,16,0,30,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484213,Theft from Vehicle,2018,12,8,15,44,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484214,Theft from Vehicle,2018,12,16,12,30,8XX HOWE ST,Central Business District,491211.19816599996,5458807.69099
484232,Theft from Vehicle,2018,9,14,16,30,8XX JACKSON AVE,Strathcona,493196.920307,5458300.391419999
484244,Theft from Vehicle,2018,5,31,8,0,8XX JACKSON AVE,Strathcona,493197.316596,5458314.0214599995
484246,Theft from Vehicle,2018,2,5,17,0,8XX JERVIS ST,West End,490607.13771800004,5459329.48271
484247,Theft from Vehicle,2018,3,27,0,0,8XX JERVIS ST,West End,490607.13771800004,5459329.48271
484248,Theft from Vehicle,2018,11,17,18,0,8XX JERVIS ST,West End,490607.13771800004,5459329.48271
484292,Theft from Vehicle,2018,1,4,11,59,8XX KEEFER ST,Strathcona,493659.83271000005,5458498.50908
484293,Theft from Vehicle,2018,3,26,13,52,8XX KEEFER ST,Strathcona,493659.83271000005,5458498.50908
484294,Theft from Vehicle,2018,4,10,19,0,8XX KEEFER ST,Strathcona,493659.83271000005,5458498.50908
484295,Theft from Vehicle,2018,11,25,12,0,8XX KEEFER ST,Strathcona,493659.83271000005,5458498.50908
484321,Theft from Vehicle,2018,10,12,19,0,8XX KEEFER ST,Strathcona,493699.228397,5458506.40209
484383,Theft from Vehicle,2018,11,10,13,27,8XX LAGOON DR,Stanley Park,489862.05782399996,5460079.20534
484571,Theft from Vehicle,2018,10,3,15,0,8XX LAGOON DR,West End,489934.710341,5460080.38353
484575,Theft from Vehicle,2018,12,21,8,0,8XX LAKEWOOD DR,Grandview-Woodland,495513.309963,5458276.24077
484578,Theft from Vehicle,2018,7,5,16,0,8XX LAKEWOOD DR,Grandview-Woodland,495513.490026,5458304.41285
